92394|7704412159808     |HIOSCINA N-BUTIL BROMURO 10 MG                    |CJA X 20 UND                  |2|5800.00
14415|7707287100562     |MUÑEQUERA BANDA SENCILLA TALLA L                  |UND                           |2|9500.00
14214|4029733000633     |LEVOPRONT JARABE                                  |FCO X 120 ML                  |1|32000.00
11998|7795368055207     |LOTEMICIN GOTAS                                   |FCO X 5 ML                    |1|32000.00
18227|7707200908121     |VARICAPS 250 MG CAPSULAS ICOM                     |CJA X  30 UN                  |2|10000.00
14421|7707287100104     |CABESTRILLO PEDIATRICO UNIVERSAL                  |UND                           |1|6600.00
92256|7707200907087     |VITALOR APTO DIABETICOS ICOM VAI.400 GR           |LTA X 400 GR                  |1|0.00
22623|7707200904444     |TRATAM.CAPIL.SOTTILE EMBRI/PATO CLARO             |CJA X  12 UND                 |1|0.00
29378|7702635621270     |VOLTAREN 1% EMULGEL                               |TBO X  60 GR                  |1|21000.00
92395|7704412100527     |ALENDRONATO 70 MG                                 |CJA X 4 UND                   |2|9000.00
32343|7709990994728     |EASYNALER KIDS INHALADOR NASAL                    |TBO X  1 GR                   |1|0.00
29694|7896116861467     |ANGELIQ TABLETAS                                  |CJA X 28 UND                  |1|81000.00
14430|7707287101484     |CORRECTOR DE POSTURA T. CHALECO TALLA L           |UND                           |1|26950.00
25626|7707200901573     |POLVO COMP.SOTTILE F/S CANELA N.3                 |CJA X  14 GR                  |1|5000.00
91404|7702354932824     |GEL EGO FORMEN EXTREME ULTRA                      |FCO X 120 ML                  |5|2000.00
14431|7707287101736     |INMOVILIZADOR DE HOMBRO AZUL TALLA XL             |UND                           |1|17500.00
24946|770001909         |RIFAMPICINA 300 MG CAPSULAS PC                    |CJA X 20 UND                  |1|13000.00
29229|7707204490103     |MUTUM CR 10 MG COMPRIMIDOS                        |CJA X 10 UND                  |2|69000.00
19671|7702502284805     |TRIDERM CREMA                                     |TBO X 20 GR                   |1|35000.00
19340|7703546153508     |FERBIN CL 250 MG CAPSULAS                         |CJA X  50 UN                  |1|31000.00
21037|7702035456663     |CREMA LUBRIDERM EXTRA/HUMECTANTE                  |FCO X 400 ML                  |1|16800.00
92530|7707181154739     |PAN.PEQUENIN ET.3 30 U+P.ALO.10                   |PAQ X 30 UDS                  |1|14500.00
14964|7702057168049     |NORAVERD PASTILLAS CEREZA                         |CJA X  12 UN                  |1|10000.00
22893|7702678050860     |POLVO FACIAL COMP.ANA MARIA F/S N.2               |CJA X  15 GR                  |27|12000.00
12335|7706000599812     |BIOFACTOR N.8                                     |TARR X 700 GR                 |1|75000.00
93897|7702026311025     |PAN.HUM.FAMILIA ACTIVE MIL USOS                   |PAQ X 10 UND                  |1|4200.00
19257|0650240015670     |CHAMPU TIO NACHO HERBOLARIA MILENIO               |FCO X 415 ML                  |1|15000.00
91104|7709990384987     |SHOT B 30 CAPSULAS                                |CJA X 30 UND                  |2|17800.00
33003|7702057071066     |PENTOXIFILINA LP 400 MG TABLETAS MK               |CJA X  30 UN                  |1|25000.00
14374|7707287100128     |CABESTRILLO TIPO BOLSA TALLA M                    |UND                           |2|6600.00
11076|7594001561422     |VENDA DE YESO GYPSONA 5 X 5 YDS                   |UND                           |3|9200.00
16175|7361819980031     |SUERO HIDRASOL 45 CEREZA ICOM                     |FCO X 500 ML                  |1|5200.00
91065|7702560032806     |CREMA FLUOCARDENT MADAGASCAR                      |FCO X 50 CC                   |1|0.00
12754|7703377000040     |POMADA PENA N.4                                   |FCO X 25 GR                   |1|4400.00
14383|7707287100135     |CABESTRILLO TIPO BOLSA TALLA L                    |UND                           |1|6600.00
31048|7702870070697     |SEVEDOL GRIPA TABLETAS                            |CJA X  36 UN                  |1|28000.00
18481|7702027417757     |TOA.NOSOTRAS NATURAL/PLUS CANAL/GEL               |PAQ X  10 UND                 |9|3800.00
92032|7702031998686     |NEKO JABON FRESH 3 X 100 GRAMOS                   |UND                           |1|0.00
10868|7707352130098     |PRUEBA EMBARAZO INDICATOR ESFERO                  |UND                           |6|0.00
20181|7591044401258     |SECNIDAL 900 MG SUSPENSION                        |FCO X 30 ML                   |1|29000.00
34153|7501050616928     |CELESTONE CRONODOSE HYPACK 1 ML AMPOLLA           |UND                           |1|27700.00
20048|7702560030000     |CREMA FLUOCARDENT KUNG FU PANDA                   |TBO X  75 ML                  |1|0.00
19121|7707200903157     |AMZOL FEM 500/100 MG OVULOS ICOM                  |CJA X  10 UND                 |2|19000.00
56800|7501065070142     |CREMA HINDS MAMA                                  |FCO X 250 ML                  |1|14900.00
14409|7707287100982     |TOBILLERA CERRADA TALLA L                         |UND                           |2|9900.00
91731|0650240026768     |GOICOECHEA CREMA GINKGO BILOBA                    |FCO X 400 ML                  |1|0.00
91904|7361819980062     |HIDRASOL 45 UVA 500 ML S.O IC                     |FCO X 500 ML                  |4|5000.00
19679|7702502208900     |CELESTODERM G CREMA                               |TBO X 20 GR                   |1|58000.00
19672|7702502284904     |TRIDERM CREMA                                     |TBO X 40 GR                   |1|50000.00
91273|7704190355645     |BLOQ.SOL-OR KIDS FPS 50 RES.AGUA                  |FCO X 177 ML                  |1|0.00
57234|7702177004159     |LECHE DESLACTOSADA ALQUERIA                       |BOL 900 ML                    |2|3500.00
10236|7707236670290     |CONJUNTIN S SUSPENSION                            |FCO X   5 ML                  |1|32800.00
15477|7703763070244     |AMOXIGA 500 MG CAPSULAS                           |CJA X 20 UND                  |1|0.00
4501|4501              |HARMETONE SUSPENSION                              |FCO X 60 ML                   |1|48700.00
24794|7707145300028     |ACEITE DE ALMENDRAS                               |FCO X 500 ML                  |1|8500.00
4500|7702184010464     |ACIDO FOLICO 1 MG TABLETAS                        |FCO X 50 UND                  |3|5000.00
90480|200026783         |LOCION CAPILAR CILKA CAB.GRASO                    |FCO X 120 ML                  |1|0.00
58306|7707189520703     |QUETIDIN 100 MG TABLETAS                          |CJA X  30 UN                  |1|120000.00
92955|7702113692099     |DEO PIES MUJERES SPRAY +125 ML                    |FCO X 260 ML                  |1|16000.00
14963|7702189111425     |BOLI CHEETOS                                      |PAQ X  23 GR                  |4|500.00
26253|7702057062415     |COPITOS ESTERILIZADOS MK                          |CJA X 80 UND                  |1|4000.00
19398|7706263001800     |FALMONOX SUSPENSION                               |FCO X 90 ML                   |1|24000.00
12092|7707355052663     |TIZAFEN TABLETAS                                  |CJA X 20 UND                  |4|49000.00
11189|7707239273627     |CLARIVIS 0.025% SOLUCION OFTALMICA                |FCO X 5 ML                    |1|11200.00
16978|7891000078921     |LECHE NESTOGENO N.2                               |LTA X 400 GR                  |1|16800.00
92308|7800026214589     |ALLER DEFENSE MAS 10 GR                           |FCO X 10 GR                   |1|0.00
92954|7506309864914     |DTE GILLETTE SPRAY SPORT TRIUMPH                  |FCO X 93 GR                   |1|0.00
92953|7506309824260     |DTE GILLETTE SPRAY SENSITIVE                      |FCO X 93 GR                   |1|0.00
23283|7702057837655     |ENJ.BUCAL NORAVERD MENTA REPUESTO                 |FCO X 120 ML                  |1|11200.00
10189|7501088616204     |TOBRADEX SUSPENSION                               |FCO X  5 ML                   |1|39500.00
12093|7703863111175     |TREX CREMA                                        |TBO X 15 GR                   |2|15900.00
16204|7707200902990     |UCEPRAZOL 30 MG CAPSULAS ICOM                     |CJA X  7 UN                   |3|19000.00
21721|7706263004047     |WINADEINE 500/8 MG TABLETAS                       |CJA X  10 UN                  |2|9800.00
91406|7702123006695     |CANESTEN SPRAY                                    |FCO X 40 ML                   |1|25000.00
91130|7703153027391     |BONFIBRA MIX GOMAS 30 UDS                         |PAQ X 30 UND                  |1|0.00
14190|7501043100564     |CLAVULIN ES 600 MG SUSPENSION                     |FCO X 100 ML                  |1|85500.00
30618|7702057072865     |DEFLAZACORT 30 MG TABLETAS MK                     |CJA X 10 UND                  |1|49000.00
93422|7703281001485     |UMBRELLA KIDS 50+ RESIST AGUA 120 GR              |FCO X 120 GR                  |1|0.00
19983|7895800448328     |CHICLE TRIDENT SENSATIONS MANZANA                 |CJA X  12 UND                 |1|2000.00
24212|7702058245947     |TINTE NUTRISSE 30 ESPRESSO                        |KIT                           |1|0.00
92356|7702007037005     |CHOCOLATINA JUMBITO ALMENDRA DIS.                 |DIST X 16 UND                 |1|0.00
92509|7702026318635     |CHA.BANO LIQUIDO PEQUENIN                         |FCO X 50 ML                   |1|2000.00
15142|7891010030452     |ACOND.JJ BABY ORIGINAL                            |FCO X 200 ML                  |2|10000.00
55386|7891010013448     |COLONIA JJ BEBES G/ESTRELLA                       |FCO X 100 ML                  |1|0.00
34328|7703546095709     |MESULID 100 MG SOBRES                             |CJA X  6 UN                   |1|33000.00
92250|7707200903195     |TINTE EN POLVO COLORSTYLE CHOCOLATE 6 GR          |TBO X 6 GR                    |1|0.00
17541|7702870000465     |LISIPRIL 20 MG TABLETAS                           |CJA X 10 UND                  |1|0.00
26722|26722             |NO EXISTE                                         |NO EXISTE                     |3|1000.00
29914|3760008320230     |DICETEL 100 MG TABLETAS                           |CJA X 20 UND                  |1|95000.00
19931|7703889155771     |FEMTRIOL CREMA VAGINAL 5 APLICA.                  |TBO X  20 GR                  |1|44800.00
17580|7702195105883     |ORAZOLE 20 MG CAPSULAS                            |CJA X 30 UND                  |1|113300.00
25409|7702207312414     |FLUCIFEM TABLETAS RECUBIERTAS                     |CJA X  4 UN                   |1|55500.00
23093|7702433191241     |MAQUI.FLUIDO TROPICO VOGUE                        |UND                           |1|0.00
90214|7707354010428     |CONTROL FIT PLUS 60 CAPSULAS                      |FCO X 60 UND                  |1|35000.00
80186|028000842444      |DULCE NIPS COFFE                                  |CJA 113.3 GR                  |6|4000.00
82006|7704412186385     |TIMOLOL MALEATO 0.5% GOTAS                        |FCO X   5 ML                  |1|6500.00
59020|7321831621930     |NEXIUM 40 MG TABLETAS                             |CJA X  28 UN                  |2|222000.00
15168|7891010046842     |CHAMPU JJ BABY ROMERO/PROTECTOR U.V.              |FCO X 200 ML                  |2|8400.00
11692|7703381002856     |LAXOBERON GOTAS                                   |FCO X 30 ML                   |2|36000.00
92863|100012775         |EROXIM FAST INSTANTAB 50 MG                       |CJA X 2 UND                   |3|20000.00
92311|7704039110886     |LEVOC GOTAS 20 ML                                 |FCO X 20 ML                   |1|0.00
35896|7899026462687     |NUTRISSE COR INTENSA 8.0 RUBIO CLARO              |KIT                           |1|0.00
35751|7703454121330     |KIDCAL SUSPENSION BANANO                          |FCO X 180 ML                  |1|31900.00
92991|7703763994335     |TIOCOLSID FORTE 8 MG 10 TABLETAS                  |CJA X 10                      |1|43000.00
32737|7703197050249     |MULTISOLUTION PLUS                                |FCO X 360 ML                  |1|0.00
10241|7707236678562     |LACRIL LIQUIFILM GOTAS                            |FCO X  15 ML                  |1|25900.00
20973|7709990613179     |CREMA DENTAL FITOKIDS CHICLE                      |TBO X  75 GR                  |1|14900.00
91581|7501098607667     |BETALOC ZOK 100 MG                                |CJA X 30 TAB                  |1|85000.00
91620|7707241090502     |CALENDULA JARABE 240 ML                           |FCO X 240 ML                  |3|13000.00
18312|7891058015282     |JABON INTIMO LACTACYD BREEZE                      |FCO X 200 ML                  |1|19500.00
92341|7702277109242     |CREMA DEPILEX 3 EN 1 TODO TIPO P                  |FCO X 100 GR                  |2|0.00
93409|7703454123051     |HIDRANTA 75 UVA                                   |FCO X 500 ML                  |4|0.00
33956|770010251         |LECHE ENSOY DIABETICOS                            |LTA X 400 GR                  |1|34200.00
56140|7703186027917     |LEXAPRO 20 MG TABLETAS                            |CJA X  14 UN                  |1|165000.00
26452|7702207136089     |MOMETASYN 0.05% NASAL 20 GR SPRAY                 |FCO X 200 DO                  |1|0.00
10882|7891058009366     |JABON INTIMO LACTACYD DELICATA                    |FCO X 200 ML                  |2|18600.00
28812|7703153012434     |NYTAX SUSPENSION                                  |FCO X 60 ML                   |1|45000.00
32483|0047400179240     |REP.MAQ.MACH-3                                    |BLI X 2 UND                   |1|13800.00
17296|7707213870170     |CERAZETTE COMPRIMIDOS                             |CJA X 28 UND                  |1|35900.00
22388|7707019422207     |RESFRYGRIP JARABE                                 |FCO X 120 ML                  |3|12000.00
34635|7707231001198     |VENDA FIJA 5 X 5 FLEXON                           |UND                           |1|4200.00
17060|7702057075217     |LOSARTAN HCT 25/100 MG TABLETAS MK                |CJA X  15 UN                  |1|30000.00
35036|7703186027580     |PEDIASURE POLVO FRESA                             |LTA X 400 GR                  |1|33500.00
19540|7705849004037     |LOCION GLICOLIC H                                 |FCO X 60 ML                   |1|0.00
26299|7795320000221     |VISANE 2 MG TABLETAS                              |CJA X  28 UN                  |1|69500.00
35814|7899026462564     |NUTRISSE COR INTENSA 3.16 CASTANO CEN.R           |KIT                           |1|0.00
32382|0231185770024     |TAMPONES OIDOS OEME SILICONA REF:77002            |PAR                           |2|7900.00
10519|7591044402293     |SECNIDAL 1 GR COMPRIMIDOS                         |CJA X 2 UND                   |1|45000.00
17269|7704588002199     |CREACTINA MICRO ENEMA PERSONAL                    |CJA X 7 ML                    |1|7000.00
91362|7702045525410     |ACOND.SYOSS ANTI FRIZZ                            |FCO X 500 ML                  |2|8900.00
32222|7707260162785     |HOJAS DE SEN SOBRES PROMEGAN                      |CJA X 25 SOB                  |1|7000.00
93027|7702425543775     |TOALLAS HUGGIES ACT.FRE.DISNEY                    |PAQ X 80 UND                  |1|12000.00
90093|7800018161235     |ANULETTE 21                                       |CAJA X 21 TBS                 |2|18900.00
29611|7703454120678     |CELECTAN 100 MG/5 ML SUSPENSION                   |FCO X 30 ML                   |1|32300.00
25953|4048846003478     |MICARDIS AMLO 80/10 MG TABLETAS                   |CJA X  28 UN                  |1|210000.00
31023|7707297450411     |PROT.SOLAR SOLKREM ULTRA VIT E SPF 50+            |TBO X  60 GR                  |1|36000.00
34568|75036010          |DTE.DOVE ENERGY DRY MEN BARRA                     |FCO X  50 GR                  |1|0.00
19433|7706263004337     |WINTOMYLON  JARABE                                |FCO X 120 ML                  |1|27000.00
22390|7707019314113     |EUMOXIN 250 MG SUSPENSION                         |FCO X 100 ML                  |3|12000.00
93474|733739112446      |C-1000                                            |CJA X 30 TAB                  |2|25000.00
14514|7707229970116     |SUERO VENOVIT 5% A.D.                             |FCO X 500 ML                  |1|9300.00
28616|7707352130081     |JABON NEUTROLOGY LIQ.BRISA MARINA                 |FCO X 300 ML                  |2|0.00
92885|770005746         |ESOMEPRAZOL 20 MG PC                              |CJA X 30 TAB                  |4|0.00
20544|7704232001240     |PENALGIN TABLETAS                                 |CJA X  6 UN                   |1|32000.00
12745|7707236679118     |ENDURA SOLUCION OFTALMICA                         |FCO X  15 ML                  |1|50800.00
92279|7702010631641     |CEP.COLGATE TRIPLE ACCION MEDIO                   |UND                           |2|2500.00
59830|4056500008714     |GEL CIRKULIN P/MUSCULOS                           |TBO X 125 ML                  |1|0.00
93497|770008563         |TRAMADOL 100 MG                                   |UND                           |10|3800.00
19600|7501303458541     |GYNODIAN DEPOT 1 ML AMPOLLA                       |UND                           |1|65000.00
28090|770004212         |LECHE ENSOY NINOS FRESA                           |LTA X 400 GR                  |1|20200.00
30774|7896255760218     |SYNTHROID 200 MCG TABLETAS                        |CJA X  30 UN                  |1|44000.00
93085|7707200902983     |ADELGIN SUPLEMENTO DIETARIO                       |TAR X 90 TBS                  |1|28000.00
24149|7706263006010     |JABON AFRESYN AVENA                               |PTA X 100 GR                  |2|11500.00
19191|7501009070603     |EUGLUCON 5 MG TABLETAS                            |CJA X 30 UND                  |2|22500.00
32861|7702118303136     |MENTICOL AZUL C/VALVULA MEDIANO                   |FCO X 250 ML                  |2|9500.00
14722|7707188880730     |LIOTON 1000 GEL                                   |TBO X 30 GR                   |1|45000.00
56043|7707145301551     |LINAZA MOLIDA DISANFER                            |BOL X 300 GR                  |3|4400.00
91396|7702057060619     |CIPROFIBRATO 100 MG TABLETAS                      |CJA X 10 UND                  |1|28000.00
19605|7703331103008     |ICADEN CREMA VAGINAL                              |TBO X 40 GR                   |1|58000.00
19804|770006132         |LEVITRA 10 MG COMPRIMIDOS                         |CJA X 1 UND                   |2|29000.00
59674|59674             |TOSTADAS MANTEQUILLA BIMBO                        |PAQ X 150 GR                  |2|1700.00
22949|7702186023219     |LAPIZ DELIN.NAILEN LABIOS MARTINI                 |UND                           |5|3400.00
13588|7702605101658     |MEBENDAZOL 100 MG TABLETAS GF                     |CJA X  60 UN                  |1|7600.00
90917|77016591          |RETIMAX ANTIOJERAS                                |UND                           |1|50000.00
55504|7707222420045     |SUNSTOP TOTAL GEL SPF 45                          |TBO X  60 GR                  |1|50000.00
93104|7707327210206     |GELCLEAN ESPUMA                                   |FCO X 190 GR                  |1|43000.00
57812|7702113019759     |LACA KLEER LAC SUAVE PUM SPRAY                    |FCO X 120 ML                  |1|8700.00
13633|7702605100125     |ACICLOVIR 200 MG TABLETAS GF                      |CJA X  25 UN                  |2|7500.00
23091|7702433191197     |MAQUI.FLUIDO BOSSA NOVA VOGUE                     |UND                           |1|0.00
34853|7702433191173     |MAQUI.FLUIDO ARENA VOGUE                          |UND                           |1|0.00
92321|7506309840000     |CHA.PANTENE HIDROCAUTERIZACION                    |FCO X 200 ML                  |1|9000.00
59910|7501006721133     |CHAMPU PANTENE RESTAURACION                       |FCO X 400 ML                  |1|0.00
21027|7702035431271     |ENJ.BUCAL LISTERINE FRESH/BURST                   |FCO X 180 ML                  |2|7000.00
93213|3282779027540     |CICALFATE CREMA REPARADORA                        |FCO X 100 ML                  |2|28000.00
93428|7506339327618     |CHA.PANT.HIDROCAUTER +ACOND.200 ML                |FCO X 400 ML                  |1|13800.00
34927|0039800008688     |PILA ENERGIZER AA RECARGABLE                      |BLI X   2 UN                  |2|22000.00
19518|7703332003550     |CHAMPU PIRIMED                                    |FCO X 120 ML                  |1|31000.00
23541|7707229970482     |SUERO PEDIASOL 45 CEREZA                          |FCO X 500 ML                  |1|4000.00
92383|7702661351301     |CREMA CERO PAGUE 2 LLEVE 3                        |FCO X 30 GR                   |1|8800.00
60006|7707327210046     |PILOSKIN CHAMPU C/GRASO                           |FCO X 250 ML                  |1|32000.00
92384|7707300934372     |RECOLECTOR GUARDIAN INVERFARMA 5.0 LTS            |X 5 LTS                       |1|0.00
14407|7707287100975     |TOBILLERA CERRADA TALLA M                         |UND                           |2|9900.00
90921|7707222420403     |DTE.ULTRASEC ROLL-ON                              |FCO X 60 ML                   |1|22000.00
22115|22115             |ACICLOVIR 5% UNGUENTO M                           |TBO X 15 GR                   |6|7000.00
12446|3661434000522     |AGUA TERMAL URIAGE                                |FCO X 300 ML                  |1|59000.00
14414|7707287100555     |MUÑEQUERA BANDA SENCILLA TALLA M                  |UND                           |2|9500.00
92959|0020800307642     |DTE ANT.OLD SPICE FRESH BARRA                     |FCO X 50 GR                   |1|0.00
70093|7702189036599     |DE TODITO BBQ                                     |PAQ X 160 GR                  |2|3500.00
58348|7707200905205     |METOPROLOL 100 MG TABLETAS M                      |CJA X  30 UN                  |1|0.00
22950|7702186023226     |LAPIZ DELIN.NAILEN LABIOS VINO TINTO              |UND                           |1|3500.00
57681|7703546038201     |MICOFENTIN CREMA VAGINAL 3 APLICADORES            |TBO X  20 GR                  |1|60000.00
10119|7703323501201     |IRUXOL UNGUENTO                                   |TBO X 40 GR                   |1|88000.00
93092|7707200907193     |HIDROLAN 25 MG 20 TABLETAS ICOM                   |CJA X 20 TAB                  |2|16000.00
57682|7703546039406     |MIKIUM CREMA VAGINAL 7 APLICADORES                |TBO X  40 GR                  |1|24900.00
93089|7707200905021     |ENEMAG SOL.ORAL MARACUYA  ICOM                    |TAR X 133 ML                  |1|12000.00
